SampleID-LargeText,SampleBoldName,SubDescription_1,SubDescription_2,Sample-Category,SampleQRField,Top-Sample-Number,Top-Sample-Name,Top-Sample-Experiment-Description
7720-1-LR-3-2-P-0,IL-36RA 0ng (Control),Culture Day 2,OA-PTOA Project,Protein,7720-1-LR-3-2-P-0,7720,Protein,0ng
